Student,Topic,Top_Num,Question,Hints,Compiles,Correct,Start,Finish
,Syntax errors,3,2,0,1,1,2016-04-07  23:33:43.79,2016-04-07  23:34:23.11
,Syntax errors,3,3,0,1,1,2016-04-07  23:34:23.11,2016-04-07  23:35:26.04
,Syntax errors,3,4,0,1,1,2016-04-07  23:35:26.04,2016-04-07  23:35:57.17
,Syntax errors,3,5,0,1,1,2016-04-07  23:35:57.17,2016-04-07  23:36:59.34
,Syntax errors,3,6,0,1,1,2016-04-07  23:36:59.34,2016-04-07  23:38:30.49
,Strings and casting,4,1,2,0,1,2016-04-07  23:38:30.80,2016-04-07  23:40:35.07
,For-loops - code writing,5,1,0,2,1,2016-04-08  21:31:46.93,2016-04-08  21:32:54.37
,For-loops - code writing,5,2,0,4,2,2016-04-08  21:32:54.37,2016-04-08  21:36:40.64
,For-loops - code writing,5,3,0,11,1,2016-04-08  21:36:40.64,2016-04-08  21:48:06.25
,For-loops - code writing,5,4,5,7,1,2016-04-08  21:48:06.25,2016-04-08  21:55:32.73
,For-loops - code writing,5,5,0,8,1,2016-04-08  21:55:32.73,2016-04-08  22:00:39.64
,For-loops - code writing,5,6,0,4,1,2016-04-08  22:00:39.64,2016-04-08  22:04:20.10
,For-loops - code writing,5,7,5,8,0,2016-04-08  22:04:20.10,2016-04-08  22:14:37.35
,Methods - code reading,6,1,0,0,1,2016-04-09  20:42:25.55,2016-04-09  20:42:59.82
,Methods - code reading,6,2,0,0,1,2016-04-09  20:42:59.82,2016-04-09  20:43:58.00
,Methods - code reading,6,3,0,0,1,2016-04-09  20:43:58.00,2016-04-09  20:45:12.05
,Methods - code reading,6,4,0,0,1,2016-04-09  20:45:12.05,2016-04-09  20:46:47.48
,Methods - code reading,6,5,0,0,1,2016-04-09  20:46:47.48,2016-04-09  20:49:52.28
,Methods - code reading,6,6,0,0,1,2016-04-09  20:49:52.28,2016-04-09  20:51:44.45
,Writing code: methods and for-loops,8,1,0,4,1,2016-04-09  20:51:44.76,2016-04-09  20:56:08.99
,Writing code: methods and for-loops,8,2,0,4,1,2016-04-09  20:56:08.99,2016-04-09  21:04:44.74
,Writing code: methods and for-loops,8,3,4,6,1,2016-04-09  21:04:44.74,2016-04-09  21:17:20.56
,Writing code: methods and for-loops,8,4,7,5,1,2016-04-09  21:17:20.56,2016-04-09  21:25:31.21
,Writing code: methods and for-loops,8,6,11,7,0,2016-04-09  21:38:08.31,2016-04-09  22:00:22.78
,I/O tracing and coding,10,1,11,3,0,2016-04-09  22:03:19.17,2016-04-09  22:11:41.39
,I/O tracing and coding,10,2,11,2,0,2016-04-09  22:11:41.39,2016-04-09  22:15:15.90
,I/O tracing and coding,10,3,17,2,0,2016-04-09  22:15:15.90,2016-04-09  22:32:47.22
,I/O tracing and coding,10,4,9,0,0,2016-04-09  22:35:08.30,2016-04-09  22:43:17.48
,I/O tracing and coding,10,5,9,0,0,2016-04-09  22:43:17.48,2016-04-09  22:45:24.93
,I/O tracing and coding,10,6,11,0,0,2016-04-09  22:45:24.93,2016-04-09  22:57:43.36
,I/O tracing and coding,10,7,1,0,0,2016-04-09  22:57:43.37,2016-04-09  23:05:40.26
,I/O tracing and coding,10,8,2,0,0,2016-04-09  23:05:40.26,2016-04-09  23:15:32.80
,Arrays,9,1,0,0,1,2016-04-09  23:20:34.61,2016-04-09  23:24:44.08
,Arrays,9,2,0,1,1,2016-04-09  23:24:44.08,2016-04-09  23:28:15.62
,Arrays,9,3,2,0,1,2016-04-09  23:28:15.62,2016-04-09  23:35:07.08
,Arrays,9,4,4,2,0,2016-04-09  23:35:07.08,2016-04-09  23:50:20.14
,Arrays,9,5,0,0,1,2016-04-09  23:50:20.14,2016-04-10  00:07:17.42
,Arrays,9,6,5,3,0,2016-04-10  00:07:17.42,2016-04-10  00:32:09.55
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-10  00:32:14.06,2016-04-10  00:34:30.20
,Final Prep: Weeks 1-4,11,2,2,0,1,2016-04-10  00:34:30.20,2016-04-10  00:36:17.97
,Final Prep: Weeks 1-4,11,3,4,0,1,2016-04-10  00:36:17.97,2016-04-10  00:40:18.35
,Final Prep: Weeks 1-4,11,4,0,1,1,2016-04-10  03:25:40.25,2016-04-10  03:27:17.54
,Final Prep: Weeks 1-4,11,5,8,0,1,2016-04-10  03:27:17.54,2016-04-10  03:30:09.83
,Final Prep: Weeks 1-4,11,6,0,0,1,2016-04-10  03:30:09.83,2016-04-10  03:34:16.01
,Final Prep: Weeks 1-4,11,7,7,9,1,2016-04-10  03:34:16.01,2016-04-10  03:45:59.97
,Final Prep: Weeks 1-4,11,8,0,0,1,2016-04-10  03:45:59.97,2016-04-10  03:48:48.15
,Final Prep: Weeks 1-4,11,9,0,3,1,2016-04-10  03:48:48.15,2016-04-10  03:51:30.37
,Final Prep: Weeks 5-9,12,1,0,0,1,2016-04-10  03:51:30.60,2016-04-10  04:03:04.26
,Final Prep: Weeks 5-9,12,2,4,2,1,2016-04-10  04:03:04.26,2016-04-10  04:12:28.84
,Final Prep: Weeks 5-9,12,3,2,10,0,2016-04-10  04:12:28.84,2016-04-10  04:22:49.32
,Final Prep: Weeks 5-9,12,4,4,3,1,2016-04-10  04:22:49.32,2016-04-10  04:49:09.24
,Final Prep: Weeks 10-13,13,1,3,0,1,2016-04-10  04:49:09.48,2016-04-10  04:53:55.19
,Final Prep: Weeks 10-13,13,1,5,0,0,2016-04-10  17:42:25.80,2016-04-10  17:47:44.85
,Final Prep: Weeks 10-13,13,2,3,4,1,2016-04-10  17:47:44.85,2016-04-10  17:52:23.70
,Final Prep: Weeks 10-13,13,3,8,0,1,2016-04-10  17:52:23.70,2016-04-10  17:55:36.92
,Final Prep: Weeks 10-13,13,4,4,2,1,2016-04-10  17:55:36.92,2016-04-10  18:01:10.91
,Final Prep: Weeks 10-13,13,4,0,5,0,2016-04-10  18:01:11.55,2016-04-10  18:04:01.34
,More Final Review,14,1,8,3,1,2016-04-10  18:04:01.56,2016-04-10  18:09:20.08
,More Final Review,14,2,0,0,1,2016-04-10  18:09:20.08,2016-04-10  18:12:00.66
,More Final Review,14,3,8,4,2,2016-04-10  18:12:00.66,2016-04-10  19:09:25.20
,More Final Review,14,4,1,7,0,2016-04-10  19:09:25.20,2016-04-10  19:35:46.76
,More Final Review,14,5,9,2,0,2016-04-10  19:35:46.76,2016-04-10  21:22:17.98
,More Final Review,14,7,10,0,0,2016-04-10  21:22:28.31,2016-04-10  21:24:28.81
,More Final Review,14,6,10,1,0,2016-04-10  21:24:28.81,2016-04-10  21:29:41.17
,Arrays,9,6,8,7,0,2016-04-10  21:29:46.18,2016-04-10  21:42:09.71
,Arrays,9,7,2,0,0,2016-04-10  21:42:09.71,2016-04-10  21:45:24.27
,Arrays,9,1,2,1,0,2016-04-10  23:51:44.00,2016-04-10  23:51:45.49
,Arrays,9,9,9,14,0,2016-04-10  23:51:54.32,2016-04-10  23:59:50.92
56a6b518c478dbdffc7190f1,36
,Writing code: methods and for-loops,8,1,6,3,1,2016-02-27  22:27:30.82,2016-02-27  22:45:57.91
,Writing code: methods and for-loops,8,2,0,3,1,2016-02-27  22:45:57.91,2016-02-27  22:51:46.94
,Writing code: methods and for-loops,8,3,4,11,1,2016-02-27  22:57:13.00,2016-02-27  23:19:41.26
,Writing code: methods and for-loops,8,4,6,3,1,2016-02-27  23:19:41.26,2016-02-27  23:43:18.10
,Writing code: methods and for-loops,8,5,8,10,0,2016-02-27  23:43:18.10,2016-02-28  00:06:57.40
,Writing code: methods and for-loops,8,1,0,9,0,2016-02-28  00:40:12.49,2016-02-28  00:40:20.10
,Arrays,9,1,1,0,1,2016-02-28  00:42:17.71,2016-02-28  00:51:29.43
,Arrays,9,1,0,0,1,2016-02-28  23:36:00.81,2016-02-28  23:38:28.99
,Arrays,9,2,6,0,0,2016-02-28  23:38:28.99,2016-02-29  00:22:46.88
,Arrays,9,3,1,0,0,2016-02-29  00:22:46.89,2016-02-29  00:41:21.78
,Arrays,9,4,5,6,0,2016-02-29  00:41:21.78,2016-02-29  01:24:06.34
,Arrays,9,6,5,0,0,2016-02-29  17:56:58.60,2016-02-29  18:02:31.28
,Arrays,9,7,2,0,0,2016-02-29  18:02:31.28,2016-02-29  18:13:09.94
,I/O tracing and coding,10,1,7,8,0,2016-02-29  18:13:33.43,2016-02-29  18:54:23.76
,Arrays,9,1,0,4,0,2016-02-29  19:04:04.05,2016-02-29  19:04:18.55
,I/O tracing and coding,10,2,7,0,0,2016-02-29  19:04:29.82,2016-02-29  19:28:28.60
,I/O tracing and coding,10,3,8,0,0,2016-02-29  19:40:22.82,2016-02-29  19:47:35.17
,I/O tracing and coding,10,4,0,0,1,2016-02-29  19:47:35.17,2016-02-29  19:51:45.63
,I/O tracing and coding,10,5,0,0,1,2016-02-29  19:56:05.99,2016-02-29  19:56:39.19
,I/O tracing and coding,10,1,0,0,0,2016-03-01  02:59:45.55,2016-03-01  02:59:53.05
,Methods - code reading,6,1,2,0,1,2016-03-01  22:50:41.03,2016-03-01  22:51:46.56
,Methods - code reading,6,4,0,0,1,2016-03-01  22:52:09.31,2016-03-01  22:53:02.43
,Writing code: methods and for-loops,8,1,0,5,1,2016-03-01  22:53:44.50,2016-03-01  23:02:40.15
,Writing code: methods and for-loops,8,2,0,4,1,2016-03-01  23:02:40.15,2016-03-01  23:07:28.77
,I/O tracing and coding,10,1,0,5,1,2016-03-01  23:49:19.07,2016-03-01  23:57:07.80
,Final Prep: Weeks 10-13,13,1,0,0,1,2016-04-07  23:41:11.64,2016-04-07  23:47:27.70
,Final Prep: Weeks 10-13,13,2,0,5,1,2016-04-07  23:47:27.70,2016-04-08  00:02:45.34
,Final Prep: Weeks 10-13,13,3,0,0,1,2016-04-08  00:02:45.34,2016-04-08  00:18:56.30
,Final Prep: Weeks 10-13,13,4,4,6,0,2016-04-08  00:18:56.30,2016-04-08  01:02:27.89
,Final Prep: Weeks 5-9,12,1,6,0,0,2016-04-08  01:02:28.19,2016-04-08  01:24:03.25
,Final Prep: Weeks 5-9,12,2,5,1,0,2016-04-08  22:23:11.71,2016-04-08  22:46:42.62
,Final Prep: Weeks 5-9,12,3,1,2,0,2016-04-08  22:46:42.62,2016-04-08  22:53:12.21
,Final Prep: Weeks 5-9,12,4,0,1,1,2016-04-08  22:53:12.21,2016-04-08  23:05:57.41
,More Final Review,14,1,6,0,0,2016-04-08  23:06:07.28,2016-04-09  00:09:59.62
,More Final Review,14,2,7,0,3,2016-04-09  00:09:59.62,2016-04-09  00:40:16.17
,More Final Review,14,3,7,0,0,2016-04-09  00:40:16.17,2016-04-09  00:54:09.30
56a6b528c478dbdffc719110,75
,Arrays,9,1,0,0,1,2016-03-02  02:45:11.30,2016-03-02  02:49:38.87
,Arrays,9,2,7,0,0,2016-03-02  02:49:38.87,2016-03-02  02:59:52.53
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-06  23:58:11.89,2016-04-07  00:00:55.28
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-07  00:00:55.28,2016-04-07  00:01:43.44
,Final Prep: Weeks 1-4,11,3,10,0,0,2016-04-07  00:01:43.44,2016-04-07  00:10:41.75
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-08  22:52:13.09,2016-04-08  22:53:01.27
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-08  22:53:01.27,2016-04-08  22:54:42.01
,Final Prep: Weeks 1-4,11,3,7,0,1,2016-04-08  22:54:42.01,2016-04-08  22:58:06.16
,Final Prep: Weeks 1-4,11,1,0,2,1,2016-04-08  23:08:28.76,2016-04-08  23:09:56.88
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-08  23:09:56.88,2016-04-08  23:10:04.57
,Final Prep: Weeks 1-4,11,3,0,0,1,2016-04-08  23:10:04.57,2016-04-08  23:10:11.91
,Final Prep: Weeks 1-4,11,4,7,3,0,2016-04-08  23:10:11.91,2016-04-08  23:15:52.70
,Final Prep: Weeks 1-4,11,5,10,0,1,2016-04-08  23:15:52.70,2016-04-08  23:19:10.04
,Final Prep: Weeks 1-4,11,6,0,0,1,2016-04-08  23:19:13.12,2016-04-08  23:36:58.98
,Final Prep: Weeks 1-4,11,1,10,10,0,2016-04-08  23:51:52.30,2016-04-08  23:51:54.76
,Final Prep: Weeks 1-4,11,7,10,0,0,2016-04-08  23:51:57.40,2016-04-08  23:52:26.85
,Final Prep: Weeks 1-4,11,8,7,0,1,2016-04-08  23:52:26.85,2016-04-09  00:01:50.75
,Final Prep: Weeks 1-4,11,9,0,4,0,2016-04-09  00:01:50.75,2016-04-09  00:06:37.39
,Final Prep: Weeks 5-9,12,1,0,0,1,2016-04-09  00:06:37.91,2016-04-09  00:12:01.61
,Final Prep: Weeks 5-9,12,1,9,4,0,2016-04-09  19:50:02.38,2016-04-09  19:50:04.41
,Final Prep: Weeks 5-9,12,2,10,8,0,2016-04-09  19:50:04.41,2016-04-09  20:14:25.98
,Final Prep: Weeks 5-9,12,3,11,4,0,2016-04-09  20:14:25.98,2016-04-09  20:28:42.58
,Final Prep: Weeks 5-9,12,4,5,7,0,2016-04-09  20:28:42.58,2016-04-09  20:38:41.37
,Final Prep: Weeks 5-9,12,3,5,3,0,2016-04-09  20:38:41.37,2016-04-09  20:40:07.28
,Final Prep: Weeks 5-9,12,2,0,3,0,2016-04-09  20:40:07.28,2016-04-09  20:42:29.17
,Final Prep: Weeks 10-13,13,1,0,0,1,2016-04-09  20:42:29.44,2016-04-09  20:53:16.44
,Final Prep: Weeks 10-13,13,2,8,0,0,2016-04-09  20:53:16.44,2016-04-09  21:00:22.81
,Final Prep: Weeks 10-13,13,3,8,0,0,2016-04-09  21:00:22.81,2016-04-09  21:09:16.20
,Final Prep: Weeks 10-13,13,4,8,8,1,2016-04-09  21:10:11.45,2016-04-09  21:22:28.11
,More Final Review,14,1,8,8,1,2016-04-09  21:22:28.60,2016-04-09  21:55:51.19
,More Final Review,14,2,11,0,1,2016-04-09  21:55:51.19,2016-04-09  22:22:39.73
,Final Prep: Weeks 1-4,11,4,10,0,0,2016-04-09  22:26:47.35,2016-04-09  22:32:29.34
,More Final Review,14,3,11,0,0,2016-04-09  22:32:35.64,2016-04-09  22:47:56.88
,More Final Review,14,4,8,2,0,2016-04-09  22:47:56.88,2016-04-09  23:16:07.00
,More Final Review,14,1,11,5,0,2016-04-10  01:30:00.33,2016-04-10  01:30:04.38
,More Final Review,14,1,0,1,0,2016-04-10  02:02:29.58,2016-04-10  02:02:37.83
,More Final Review,14,5,0,2,1,2016-04-10  02:02:43.84,2016-04-10  02:05:58.72
,More Final Review,14,6,9,6,0,2016-04-10  02:19:31.67,2016-04-10  02:25:47.71
,More Final Review,14,7,12,0,0,2016-04-10  02:25:47.71,2016-04-10  02:43:44.68
,Arrays,9,1,0,0,1,2016-04-10  02:43:45.31,2016-04-10  03:06:00.55
,Syntax errors,3,1,0,1,0,2016-04-10  20:38:30.68,2016-04-10  20:39:00.81
,Syntax errors,3,2,0,2,0,2016-04-10  20:39:00.81,2016-04-10  20:39:30.37
,Syntax errors,3,3,0,1,0,2016-04-10  20:39:30.37,2016-04-10  20:39:59.32
,Syntax errors,3,4,0,1,0,2016-04-10  20:39:59.32,2016-04-10  20:40:18.54
,Syntax errors,3,5,0,4,0,2016-04-10  20:40:18.54,2016-04-10  20:41:58.18
,Syntax errors,3,6,0,2,0,2016-04-10  20:41:58.18,2016-04-10  20:43:20.14
,Strings and casting,4,1,0,0,1,2016-04-10  20:43:20.68,2016-04-10  20:46:53.15
,Strings and casting,4,2,7,0,0,2016-04-10  20:46:53.15,2016-04-10  21:09:02.73
,Strings and casting,4,3,0,0,1,2016-04-10  21:09:02.73,2016-04-10  21:10:13.79
,Strings and casting,4,4,0,0,1,2016-04-10  21:10:13.79,2016-04-10  21:10:26.03
,Strings and casting,4,5,4,0,1,2016-04-10  21:10:26.03,2016-04-10  21:14:30.75
,Strings and casting,4,6,0,0,1,2016-04-10  21:14:30.75,2016-04-10  21:15:07.71
,Writing code: methods and for-loops,8,1,0,4,0,2016-04-10  21:54:21.69,2016-04-10  21:56:02.60
,Writing code: methods and for-loops,8,2,0,1,0,2016-04-10  21:56:02.60,2016-04-10  21:57:31.58
,Writing code: methods and for-loops,8,3,9,1,0,2016-04-10  21:57:31.58,2016-04-10  22:00:20.00
,Writing code: methods and for-loops,8,4,0,3,0,2016-04-10  22:00:20.00,2016-04-10  22:03:49.48
,Writing code: methods and for-loops,8,5,0,4,0,2016-04-10  22:03:49.48,2016-04-10  22:07:02.66
,Writing code: methods and for-loops,8,6,9,4,0,2016-04-10  22:07:02.66,2016-04-10  22:10:23.94
,I/O tracing and coding,10,1,10,13,2,2016-04-10  22:10:24.43,2016-04-10  22:22:00.77
,I/O tracing and coding,10,2,10,3,0,2016-04-10  22:22:00.77,2016-04-10  22:26:49.87
,More Final Review,14,5,10,11,0,2016-04-11  04:44:55.99,2016-04-11  05:42:19.98
,More Final Review,14,6,10,0,0,2016-04-11  05:42:19.98,2016-04-11  05:46:45.35
,More Final Review,14,5,10,3,0,2016-04-11  05:46:45.35,2016-04-11  05:58:58.56
,More Final Review,14,5,10,13,0,2016-04-11  17:46:24.88,2016-04-11  17:58:24.98
,More Final Review,14,6,13,13,0,2016-04-11  17:58:24.98,2016-04-11  18:06:47.77
,Final Prep: Weeks 10-13,13,2,11,5,0,2016-04-11  18:09:04.24,2016-04-11  18:16:02.64
,Final Prep: Weeks 10-13,13,3,0,0,1,2016-04-11  18:16:02.64,2016-04-11  18:18:18.71
,Final Prep: Weeks 10-13,13,4,8,11,0,2016-04-11  18:18:18.71,2016-04-11  18:27:33.92
,Final Prep: Weeks 10-13,13,2,0,3,0,2016-04-11  18:28:12.65,2016-04-11  18:29:48.51
,Final Prep: Weeks 10-13,13,4,0,1,0,2016-04-11  18:29:53.85,2016-04-11  18:32:31.65
,More Final Review,14,1,0,2,0,2016-04-11  18:32:31.84,2016-04-11  18:38:16.16
,More Final Review,14,2,0,0,1,2016-04-11  18:38:16.16,2016-04-11  18:42:10.40
,More Final Review,14,1,0,2,0,2016-04-11  18:56:22.16,2016-04-11  18:57:07.97
,More Final Review,14,3,0,1,0,2016-04-11  18:57:12.10,2016-04-11  18:57:34.37
,More Final Review,14,4,6,0,0,2016-04-11  18:57:34.37,2016-04-11  19:05:19.29
56a6b4dcc478dbdffc719072,89
,For-loops - code reading,2,1,0,0,1,2016-02-03  02:31:03.24,2016-02-03  02:33:02.08
,For-loops - code reading,2,2,2,0,1,2016-02-03  02:33:11.66,2016-02-03  02:44:59.39
,For-loops - code reading,2,3,4,0,1,2016-02-03  02:44:59.39,2016-02-03  02:56:07.96
,For-loops - code reading,2,4,9,0,1,2016-02-03  02:56:07.96,2016-02-03  03:01:00.47
,Print statements,1,1,0,0,1,2016-02-03  03:01:01.14,2016-02-03  03:01:43.39
,Print statements,1,2,0,0,1,2016-02-03  03:01:43.39,2016-02-03  03:02:13.87
,Print statements,1,3,0,0,1,2016-02-03  03:02:13.87,2016-02-03  03:02:42.59
,Print statements,1,4,0,0,1,2016-02-03  03:02:42.59,2016-02-03  03:03:13.35
,Print statements,1,5,5,0,1,2016-02-03  03:03:13.35,2016-02-03  03:06:09.62
,Print statements,1,6,0,0,1,2016-02-03  03:06:09.62,2016-02-03  03:06:51.34
,Print statements,1,7,0,0,1,2016-02-03  03:06:51.34,2016-02-03  03:11:04.95
,Syntax errors,3,1,0,1,1,2016-02-03  03:11:08.99,2016-02-03  03:11:58.35
,Syntax errors,3,2,0,1,1,2016-02-03  03:11:58.35,2016-02-03  03:12:50.86
,Syntax errors,3,3,0,2,1,2016-02-03  03:12:50.86,2016-02-03  03:13:35.32
,Syntax errors,3,4,0,1,1,2016-02-03  03:13:35.32,2016-02-03  03:14:47.00
,Syntax errors,3,5,0,2,1,2016-02-03  03:14:47.00,2016-02-03  03:16:46.77
,Syntax errors,3,6,0,1,1,2016-02-03  03:16:46.77,2016-02-03  03:18:16.50
,Strings and casting,4,1,0,0,1,2016-02-03  03:18:16.74,2016-02-03  03:21:50.21
,For-loops - code writing,5,1,0,1,1,2016-02-03  03:22:32.90,2016-02-03  03:23:35.39
,For-loops - code writing,5,2,0,1,1,2016-02-03  03:23:35.39,2016-02-03  03:24:20.22
,For-loops - code writing,5,3,2,9,1,2016-02-03  03:24:20.22,2016-02-03  03:35:59.74
,For-loops - code writing,5,4,5,3,1,2016-02-03  03:36:35.01,2016-02-03  03:50:26.68
,For-loops - code writing,5,5,6,10,0,2016-02-03  03:50:26.68,2016-02-03  04:41:18.67
,For-loops - code writing,5,6,0,6,1,2016-02-03  04:41:18.67,2016-02-03  04:51:11.71
,For-loops - code writing,5,7,4,2,1,2016-02-03  04:51:11.71,2016-02-03  05:12:39.66
,Methods - code reading,6,1,6,5,1,2016-02-03  18:51:12.61,2016-02-03  18:51:42.30
,Methods - code reading,6,2,0,0,1,2016-02-03  18:51:42.30,2016-02-03  18:52:24.66
,Methods - code reading,6,3,0,0,1,2016-02-03  18:52:24.66,2016-02-03  18:53:30.59
,Methods - code reading,6,4,0,0,1,2016-02-03  18:53:30.59,2016-02-03  18:54:33.20
,Methods - code reading,6,5,0,0,1,2016-02-03  18:54:33.20,2016-02-03  18:56:22.91
,Methods - code reading,6,6,0,0,1,2016-02-03  18:56:22.91,2016-02-03  18:59:43.16
,For-loops - code writing,5,1,0,1,1,2016-02-03  19:07:16.30,2016-02-03  19:08:11.94
,For-loops - code writing,5,2,0,1,1,2016-02-03  19:08:11.94,2016-02-03  19:09:40.45
,For-loops - code writing,5,3,4,3,1,2016-02-03  19:09:40.45,2016-02-03  22:32:56.45
,For-loops - code writing,5,4,0,3,1,2016-02-03  22:32:56.45,2016-02-03  22:42:18.70
,For-loops - code writing,5,5,0,2,1,2016-02-03  22:42:18.70,2016-02-03  22:44:41.52
,For-loops - code writing,5,6,2,10,1,2016-02-03  22:44:41.52,2016-02-03  22:55:13.05
,For-loops - code writing,5,7,0,4,1,2016-02-03  22:55:13.05,2016-02-03  23:17:02.99
,Writing code: methods and for-loops,8,1,9,18,1,2016-02-04  00:02:18.43,2016-02-04  00:15:27.73
,Strings and casting,4,1,0,0,1,2016-02-04  05:03:35.59,2016-02-04  05:04:20.21
,Strings and casting,4,2,0,0,1,2016-02-04  05:04:20.21,2016-02-04  05:07:30.06
,Strings and casting,4,3,0,0,1,2016-02-04  05:07:30.06,2016-02-04  05:09:59.54
,Strings and casting,4,4,0,0,1,2016-02-04  05:09:59.54,2016-02-04  05:10:51.55
,Strings and casting,4,5,2,0,1,2016-02-04  05:10:51.55,2016-02-04  05:15:22.91
,I/O tracing and coding,10,1,6,2,1,2016-03-03  03:39:18.61,2016-03-03  04:02:37.25
,I/O tracing and coding,10,2,0,2,1,2016-03-03  04:02:37.25,2016-03-03  04:12:09.07
,I/O tracing and coding,10,3,6,0,0,2016-03-03  04:12:09.07,2016-03-03  04:51:58.18
,I/O tracing and coding,10,4,0,0,1,2016-03-03  04:51:58.18,2016-03-03  04:54:15.48
,I/O tracing and coding,10,5,4,0,1,2016-03-03  04:55:25.45,2016-03-03  05:00:50.62
,I/O tracing and coding,10,6,6,4,0,2016-03-03  05:00:50.62,2016-03-03  05:21:09.20
,I/O tracing and coding,10,7,0,0,1,2016-03-03  05:21:09.20,2016-03-03  05:27:07.93
,I/O tracing and coding,10,8,4,2,1,2016-03-03  05:36:56.17,2016-03-03  05:45:28.42
,Arrays,9,1,0,0,1,2016-03-03  05:45:28.80,2016-03-03  05:50:33.20
,Arrays,9,2,0,1,1,2016-03-03  05:50:33.20,2016-03-03  06:23:58.19
,Arrays,9,3,1,0,1,2016-03-03  06:23:58.19,2016-03-03  06:31:38.02
,Arrays,9,4,4,3,1,2016-03-03  06:31:38.02,2016-03-03  06:39:19.44
,Arrays,9,5,0,0,1,2016-03-03  06:39:39.33,2016-03-03  06:50:45.68
,Arrays,9,6,5,1,1,2016-03-03  06:50:45.68,2016-03-03  06:56:32.85
,Arrays,9,8,1,0,0,2016-03-03  06:56:48.99,2016-03-03  07:01:03.52
,Arrays,9,8,0,0,0,2016-03-03  07:01:06.36,2016-03-03  07:04:55.29
,Final Prep: Weeks 1-4,11,1,0,0,1,2016-04-09  22:51:43.92,2016-04-09  22:52:10.30
,Final Prep: Weeks 1-4,11,2,0,0,1,2016-04-09  22:52:10.30,2016-04-09  22:54:36.06
,Final Prep: Weeks 1-4,11,3,3,0,1,2016-04-09  22:54:36.06,2016-04-09  23:05:58.10
,Final Prep: Weeks 1-4,11,4,3,3,0,2016-04-09  23:05:58.10,2016-04-09  23:14:46.94
,Final Prep: Weeks 1-4,11,5,0,0,1,2016-04-09  23:14:46.94,2016-04-09  23:23:59.32
,Final Prep: Weeks 1-4,11,6,0,0,1,2016-04-09  23:23:59.32,2016-04-09  23:28:22.41
,Final Prep: Weeks 1-4,11,7,6,1,0,2016-04-09  23:28:22.42,2016-04-09  23:40:09.06
,Final Prep: Weeks 1-4,11,8,0,0,1,2016-04-09  23:40:09.06,2016-04-09  23:43:38.51
,Final Prep: Weeks 1-4,11,9,1,5,0,2016-04-09  23:43:59.78,2016-04-09  23:56:22.21
,Final Prep: Weeks 5-9,12,1,0,0,1,2016-04-09  23:56:22.42,2016-04-10  00:19:28.51
,Final Prep: Weeks 5-9,12,2,5,4,1,2016-04-10  00:19:28.51,2016-04-10  00:41:13.26
,Final Prep: Weeks 5-9,12,3,1,4,0,2016-04-10  00:41:13.26,2016-04-10  01:12:49.03
,Final Prep: Weeks 5-9,12,4,1,0,0,2016-04-10  01:12:58.52,2016-04-10  01:13:39.51
,Final Prep: Weeks 10-13,13,1,0,0,1,2016-04-10  01:23:02.22,2016-04-10  01:26:48.67
,Final Prep: Weeks 10-13,13,2,0,1,1,2016-04-10  01:26:48.67,2016-04-10  01:36:49.38
,Final Prep: Weeks 10-13,13,3,0,0,0,2016-04-10  01:36:49.38,2016-04-10  01:56:52.71
,Final Prep: Weeks 10-13,13,2,0,1,0,2016-04-10  01:56:52.71,2016-04-10  01:57:18.47
,Final Prep: Weeks 10-13,13,3,0,0,1,2016-04-10  01:57:18.47,2016-04-10  02:02:53.23
,Final Prep: Weeks 10-13,13,4,0,2,1,2016-04-10  02:02:53.23,2016-04-10  02:08:57.68
,More Final Review,14,1,0,7,3,2016-04-10  20:00:11.23,2016-04-10  20:36:00.87
,More Final Review,14,2,0,0,1,2016-04-10  20:36:00.87,2016-04-10  20:44:27.38
,More Final Review,14,3,6,0,0,2016-04-10  20:44:27.38,2016-04-10  21:21:05.43
,More Final Review,14,4,1,3,0,2016-04-10  21:26:49.83,2016-04-10  23:02:44.20
,More Final Review,14,5,9,8,1,2016-04-11  02:59:39.41,2016-04-11  03:17:56.94
,More Final Review,14,6,7,1,1,2016-04-11  03:17:56.94,2016-04-11  03:56:17.13
,More Final Review,14,7,0,0,1,2016-04-11  03:56:17.13,2016-04-11  04:03:44.41
,Final Prep: Weeks 5-9,12,4,1,0,0,2016-04-11  04:03:57.66,2016-04-11  04:04:06.45
,Final Prep: Weeks 5-9,12,3,1,0,0,2016-04-11  04:04:06.45,2016-04-11  04:04:11.31
,Final Prep: Weeks 5-9,12,4,5,0,0,2016-04-11  04:04:11.31,2016-04-11  04:42:47.17
56a6b4eec478dbdffc719099,189
,Print statements,1,1,0,0,1,2016-02-03  19:45:08.87,2016-02-03  19:45:43.38
,Print statements,1,2,0,0,1,2016-02-03  19:45:43.38,2016-02-03  19:46:18.36
,Print statements,1,3,0,0,1,2016-02-03  19:46:18.36,2016-02-03  19:46:48.85
,Print statements,1,4,0,0,1,2016-02-04  00:12:18.17,2016-02-04  00:13:03.49
